model_id,model,quant,bytes_per_param,context_tokens,weights_gb,kv_cache_gb,overhead_gb,total_gb,total_gb_q8_cache
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,FP16,2,32768,65.6,8.59,3.12,77.31,73.02
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,FP16,2,65536,65.6,17.18,3.12,85.9,77.31
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,FP16,2,131072,65.6,34.36,3.12,103.08,85.9
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,4096,34.77,1.07,1.89,37.73,37.2
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,8192,34.77,2.15,1.89,38.81,37.73
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,16384,34.77,4.29,1.89,40.95,38.81
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,32768,34.77,8.59,1.89,45.25,40.95
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,65536,34.77,17.18,1.89,53.84,45.25
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q8_0,1.06,131072,34.77,34.36,1.89,71.02,53.84
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,4096,26.9,1.07,1.58,29.55,29.01
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,8192,26.9,2.15,1.58,30.62,29.55
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,16384,26.9,4.29,1.58,32.77,30.62
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,32768,26.9,8.59,1.58,37.06,32.77
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,65536,26.9,17.18,1.58,45.65,37.06
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q6_K,0.82,131072,26.9,34.36,1.58,62.83,45.65
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,4096,23.29,1.07,1.43,25.79,25.26
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,8192,23.29,2.15,1.43,26.87,25.79
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,16384,23.29,4.29,1.43,29.01,26.87
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,32768,23.29,8.59,1.43,33.31,29.01
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,65536,23.29,17.18,1.43,41.9,33.31
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q5_K_M,0.71,131072,23.29,34.36,1.43,59.08,41.9
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,4096,19.02,1.07,1.26,21.36,20.82
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,8192,19.02,2.15,1.26,22.43,21.36
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,16384,19.02,4.29,1.26,24.58,22.43
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,32768,19.02,8.59,1.26,28.87,24.58
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,65536,19.02,17.18,1.26,37.46,28.87
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q4_K_M,0.58,131072,19.02,34.36,1.26,54.64,37.46
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,4096,15.42,1.07,1.12,17.61,17.07
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,8192,15.42,2.15,1.12,18.68,17.61
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,16384,15.42,4.29,1.12,20.83,18.68
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,32768,15.42,8.59,1.12,25.12,20.83
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,65536,15.42,17.18,1.12,33.71,25.12
deepseek-r1-distill-qwen-32b,DeepSeek-R1 Distill Qwen 32B,Q3_K_M,0.47,131072,15.42,34.36,1.12,50.89,33.71
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,4096,72,0.14,3.38,75.52,75.48
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,8192,72,0.23,3.38,75.61,75.52
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,16384,72,0.4,3.38,75.78,75.61
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,32768,72,0.73,3.38,76.11,75.78
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,65536,72,1.4,3.38,76.78,76.11
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,131072,72,2.74,3.38,78.12,76.78
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),FP16,2,262144,72,5.43,3.38,80.81,78.12
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,4096,38.16,0.14,2.03,40.33,40.29
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,8192,38.16,0.23,2.03,40.41,40.33
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,16384,38.16,0.4,2.03,40.58,40.41
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,32768,38.16,0.73,2.03,40.92,40.58
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,65536,38.16,1.4,2.03,41.59,40.92
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,131072,38.16,2.74,2.03,42.93,41.59
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q8_0,1.06,262144,38.16,5.43,2.03,45.62,42.93
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,4096,29.52,0.14,1.68,31.34,31.3
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,8192,29.52,0.23,1.68,31.43,31.34
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,16384,29.52,0.4,1.68,31.6,31.43
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,32768,29.52,0.73,1.68,31.93,31.6
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,65536,29.52,1.4,1.68,32.6,31.93
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,131072,29.52,2.74,1.68,33.95,32.6
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q6_K,0.82,262144,29.52,5.43,1.68,36.63,33.95
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,4096,25.56,0.14,1.52,27.23,27.18
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,8192,25.56,0.23,1.52,27.31,27.23
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,16384,25.56,0.4,1.52,27.48,27.31
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,32768,25.56,0.73,1.52,27.81,27.48
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,65536,25.56,1.4,1.52,28.48,27.81
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,131072,25.56,2.74,1.52,29.83,28.48
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q5_K_M,0.71,262144,25.56,5.43,1.52,32.51,29.83
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,4096,20.88,0.14,1.34,22.36,22.32
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,8192,20.88,0.23,1.34,22.44,22.36
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,16384,20.88,0.4,1.34,22.61,22.44
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,32768,20.88,0.73,1.34,22.95,22.61
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,65536,20.88,1.4,1.34,23.62,22.95
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,131072,20.88,2.74,1.34,24.96,23.62
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q4_K_M,0.58,262144,20.88,5.43,1.34,27.64,24.96
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,4096,16.92,0.14,1.18,18.24,18.2
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,8192,16.92,0.23,1.18,18.32,18.24
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,16384,16.92,0.4,1.18,18.49,18.32
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,32768,16.92,0.73,1.18,18.83,18.49
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,65536,16.92,1.4,1.18,19.5,18.83
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,131072,16.92,2.74,1.18,20.84,19.5
qwen3.6-35b-a3b,Qwen3.6 35B-A3B (MoE),Q3_K_M,0.47,262144,16.92,5.43,1.18,23.53,20.84
llama-3.3-70b,Llama 3.3 70B,FP16,2,4096,141.2,1.34,6.15,148.69,148.02
llama-3.3-70b,Llama 3.3 70B,FP16,2,8192,141.2,2.68,6.15,150.03,148.69
llama-3.3-70b,Llama 3.3 70B,FP16,2,16384,141.2,5.37,6.15,152.72,150.03
llama-3.3-70b,Llama 3.3 70B,FP16,2,32768,141.2,10.74,6.15,158.09,152.72
llama-3.3-70b,Llama 3.3 70B,FP16,2,65536,141.2,21.47,6.15,168.82,158.09
llama-3.3-70b,Llama 3.3 70B,FP16,2,131072,141.2,42.95,6.15,190.3,168.82
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,4096,74.84,1.34,3.49,79.67,79
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,8192,74.84,2.68,3.49,81.01,79.67
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,16384,74.84,5.37,3.49,83.7,81.01
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,32768,74.84,10.74,3.49,89.07,83.7
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,65536,74.84,21.47,3.49,99.8,89.07
llama-3.3-70b,Llama 3.3 70B,Q8_0,1.06,131072,74.84,42.95,3.49,121.28,99.8
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,4096,57.89,1.34,2.82,62.05,61.38
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,8192,57.89,2.68,2.82,63.39,62.05
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,16384,57.89,5.37,2.82,66.08,63.39
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,32768,57.89,10.74,2.82,71.45,66.08
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,65536,57.89,21.47,2.82,82.18,71.45
llama-3.3-70b,Llama 3.3 70B,Q6_K,0.82,131072,57.89,42.95,2.82,103.66,82.18
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,4096,50.13,1.34,2.51,53.97,53.3
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,8192,50.13,2.68,2.51,55.32,53.97
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,16384,50.13,5.37,2.51,58,55.32
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,32768,50.13,10.74,2.51,63.37,58
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,65536,50.13,21.47,2.51,74.11,63.37
llama-3.3-70b,Llama 3.3 70B,Q5_K_M,0.71,131072,50.13,42.95,2.51,95.58,74.11
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,4096,40.95,1.34,2.14,44.43,43.76
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,8192,40.95,2.68,2.14,45.77,44.43
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,16384,40.95,5.37,2.14,48.45,45.77
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,32768,40.95,10.74,2.14,53.82,48.45
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,65536,40.95,21.47,2.14,64.56,53.82
llama-3.3-70b,Llama 3.3 70B,Q4_K_M,0.58,131072,40.95,42.95,2.14,86.04,64.56
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,4096,33.18,1.34,1.83,36.35,35.68
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,8192,33.18,2.68,1.83,37.69,36.35
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,16384,33.18,5.37,1.83,40.38,37.69
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,32768,33.18,10.74,1.83,45.75,40.38
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,65536,33.18,21.47,1.83,56.48,45.75
llama-3.3-70b,Llama 3.3 70B,Q3_K_M,0.47,131072,33.18,42.95,1.83,77.96,56.48
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,4096,141.2,1.34,6.15,148.69,148.02
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,8192,141.2,2.68,6.15,150.03,148.69
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,16384,141.2,5.37,6.15,152.72,150.03
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,32768,141.2,10.74,6.15,158.09,152.72
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,65536,141.2,21.47,6.15,168.82,158.09
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,FP16,2,131072,141.2,42.95,6.15,190.3,168.82
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,4096,74.84,1.34,3.49,79.67,79
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,8192,74.84,2.68,3.49,81.01,79.67
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,16384,74.84,5.37,3.49,83.7,81.01
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,32768,74.84,10.74,3.49,89.07,83.7
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,65536,74.84,21.47,3.49,99.8,89.07
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q8_0,1.06,131072,74.84,42.95,3.49,121.28,99.8
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,4096,57.89,1.34,2.82,62.05,61.38
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,8192,57.89,2.68,2.82,63.39,62.05
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,16384,57.89,5.37,2.82,66.08,63.39
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,32768,57.89,10.74,2.82,71.45,66.08
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,65536,57.89,21.47,2.82,82.18,71.45
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q6_K,0.82,131072,57.89,42.95,2.82,103.66,82.18
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,4096,50.13,1.34,2.51,53.97,53.3
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,8192,50.13,2.68,2.51,55.32,53.97
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,16384,50.13,5.37,2.51,58,55.32
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,32768,50.13,10.74,2.51,63.37,58
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,65536,50.13,21.47,2.51,74.11,63.37
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q5_K_M,0.71,131072,50.13,42.95,2.51,95.58,74.11
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,4096,40.95,1.34,2.14,44.43,43.76
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,8192,40.95,2.68,2.14,45.77,44.43
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,16384,40.95,5.37,2.14,48.45,45.77
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,32768,40.95,10.74,2.14,53.82,48.45
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,65536,40.95,21.47,2.14,64.56,53.82
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q4_K_M,0.58,131072,40.95,42.95,2.14,86.04,64.56
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,4096,33.18,1.34,1.83,36.35,35.68
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,8192,33.18,2.68,1.83,37.69,36.35
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,16384,33.18,5.37,1.83,40.38,37.69
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,32768,33.18,10.74,1.83,45.75,40.38
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,65536,33.18,21.47,1.83,56.48,45.75
deepseek-r1-distill-llama-70b,DeepSeek-R1 Distill Llama 70B,Q3_K_M,0.47,131072,33.18,42.95,1.83,77.96,56.48
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,4096,159.4,0.18,6.88,166.46,166.41
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,8192,159.4,0.28,6.88,166.56,166.46
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,16384,159.4,0.48,6.88,166.76,166.56
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,32768,159.4,0.89,6.88,167.16,166.76
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,65536,159.4,1.69,6.88,167.97,167.16
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,131072,159.4,3.3,6.88,169.58,167.97
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),FP16,2,262144,159.4,6.52,6.88,172.8,169.58
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,4096,84.48,0.18,3.88,88.54,88.49
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,8192,84.48,0.28,3.88,88.64,88.54
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,16384,84.48,0.48,3.88,88.84,88.64
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,32768,84.48,0.89,3.88,89.25,88.84
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,65536,84.48,1.69,3.88,90.05,89.25
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,131072,84.48,3.3,3.88,91.66,90.05
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q8_0,1.06,262144,84.48,6.52,3.88,94.88,91.66
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,4096,65.35,0.18,3.11,68.65,68.6
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,8192,65.35,0.28,3.11,68.75,68.65
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,16384,65.35,0.48,3.11,68.95,68.75
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,32768,65.35,0.89,3.11,69.35,68.95
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,65536,65.35,1.69,3.11,70.16,69.35
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,131072,65.35,3.3,3.11,71.77,70.16
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q6_K,0.82,262144,65.35,6.52,3.11,74.99,71.77
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,4096,56.59,0.18,2.76,59.53,59.48
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,8192,56.59,0.28,2.76,59.63,59.53
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,16384,56.59,0.48,2.76,59.83,59.63
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,32768,56.59,0.89,2.76,60.24,59.83
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,65536,56.59,1.69,2.76,61.04,60.24
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,131072,56.59,3.3,2.76,62.65,61.04
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q5_K_M,0.71,262144,56.59,6.52,2.76,65.87,62.65
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,4096,46.23,0.18,2.35,48.76,48.71
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,8192,46.23,0.28,2.35,48.86,48.76
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,16384,46.23,0.48,2.35,49.06,48.86
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,32768,46.23,0.89,2.35,49.46,49.06
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,65536,46.23,1.69,2.35,50.27,49.46
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,131072,46.23,3.3,2.35,51.88,50.27
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q4_K_M,0.58,262144,46.23,6.52,2.35,55.1,51.88
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,4096,37.46,0.18,2,39.64,39.59
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,8192,37.46,0.28,2,39.74,39.64
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,16384,37.46,0.48,2,39.94,39.74
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,32768,37.46,0.89,2,40.34,39.94
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,65536,37.46,1.69,2,41.15,40.34
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,131072,37.46,3.3,2,42.76,41.15
qwen3-coder-next,Qwen3-Coder-Next 80B-A3B (MoE),Q3_K_M,0.47,262144,37.46,6.52,2,45.98,42.76
gpt-oss-120b,gpt-oss 120B,FP16,2,4096,234,0.16,9.86,244.02,243.94
gpt-oss-120b,gpt-oss 120B,FP16,2,8192,234,0.31,9.86,244.17,244.01
gpt-oss-120b,gpt-oss 120B,FP16,2,16384,234,0.61,9.86,244.47,244.16
gpt-oss-120b,gpt-oss 120B,FP16,2,32768,234,1.21,9.86,245.07,244.47
gpt-oss-120b,gpt-oss 120B,FP16,2,65536,234,2.42,9.86,246.28,245.07
gpt-oss-120b,gpt-oss 120B,FP16,2,131072,234,4.84,9.86,248.7,246.28
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,4096,124.02,0.16,5.46,129.64,129.56
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,8192,124.02,0.31,5.46,129.79,129.63
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,16384,124.02,0.61,5.46,130.09,129.79
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,32768,124.02,1.21,5.46,130.69,130.09
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,65536,124.02,2.42,5.46,131.9,130.69
gpt-oss-120b,gpt-oss 120B,Q8_0,1.06,131072,124.02,4.84,5.46,134.32,131.9
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,4096,95.94,0.16,4.34,100.43,100.36
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,8192,95.94,0.31,4.34,100.58,100.43
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,16384,95.94,0.61,4.34,100.89,100.58
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,32768,95.94,1.21,4.34,101.49,100.88
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,65536,95.94,2.42,4.34,102.7,101.49
gpt-oss-120b,gpt-oss 120B,Q6_K,0.82,131072,95.94,4.84,4.34,105.11,102.7
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,4096,83.07,0.16,3.82,87.05,86.97
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,8192,83.07,0.31,3.82,87.2,87.05
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,16384,83.07,0.61,3.82,87.5,87.2
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,32768,83.07,1.21,3.82,88.11,87.5
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,65536,83.07,2.42,3.82,89.31,88.1
gpt-oss-120b,gpt-oss 120B,Q5_K_M,0.71,131072,83.07,4.84,3.82,91.73,89.31
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,4096,67.86,0.16,3.21,71.23,71.15
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,8192,67.86,0.31,3.21,71.38,71.23
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,16384,67.86,0.61,3.21,71.68,71.38
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,32768,67.86,1.21,3.21,72.29,71.68
